transaction_id,store_id,product_id,quantity,date,total
6351,3,18,5,2025-08-09,420682.4
6352,4,27,1,2025-07-03,84680.13
6353,4,37,3,2025-05-13,354177.66
6354,1,20,5,2025-02-25,674425.35
6355,4,51,3,2025-01-11,7601.79
6356,3,24,5,2025-10-30,111992.35
6357,1,69,1,2025-01-11,42819.65
6358,2,4,2,2025-04-30,264574.28
6359,3,157,1,2025-07-25,65636.86
6360,3,160,4,2025-08-13,328361.64
6361,4,65,5,2025-08-01,731466.35
6362,3,134,3,2025-05-16,185556.45
6363,3,148,4,2025-10-25,294151.2
6364,4,86,4,2025-08-09,91582.24
6365,2,127,3,2025-10-21,297716.7
6366,2,67,2,2025-06-23,267951.24
6367,3,166,5,2025-11-28,344478.55
6368,2,54,1,2025-07-14,54182.35
6369,4,97,2,2025-01-18,156235.84
6370,1,196,4,2025-01-07,111838.12
6371,1,50,5,2025-01-28,696197.7
6372,2,11,3,2025-01-02,309752.79
6373,3,12,3,2025-03-29,219408.06
6374,1,171,1,2025-12-24,67446.75
6375,1,128,3,2025-11-12,328231.77
6376,2,78,2,2025-07-06,108828.24
6377,1,166,1,2025-01-28,68895.71
6378,1,178,1,2025-09-07,41139.43
6379,4,74,4,2025-07-30,529140.96
6380,2,177,4,2025-05-25,310671.04
6381,1,118,3,2025-05-13,420259.2
6382,2,5,2,2025-10-25,164653.1
6383,1,108,1,2025-03-28,129395.98
6384,4,104,5,2025-04-10,442547.15
6385,4,23,1,2025-08-05,112859.84
6386,3,82,4,2025-05-04,4154.24
6387,2,190,4,2025-10-10,366903.8
6388,4,106,5,2025-09-09,744454.65
6389,4,93,2,2025-10-29,142587.18
6390,2,9,1,2025-12-20,116435.44
6391,3,51,3,2025-12-06,7601.79
6392,2,32,1,2025-10-09,89770.07
6393,4,190,1,2025-01-24,91725.95
6394,1,103,3,2025-03-20,275827.59
6395,3,170,4,2025-07-19,403573.16
6396,2,26,2,2025-10-16,166867.48
6397,4,98,2,2025-09-03,279926.24
6398,1,23,4,2025-10-24,451439.36
6399,3,149,1,2025-02-22,15397.08
6400,1,156,5,2025-12-24,262313.9
6401,3,130,2,2025-01-20,127384.96
6402,1,31,4,2025-11-01,12921.04
6403,4,86,1,2025-02-15,22895.56
6404,1,113,1,2025-11-28,51041.79
6405,4,138,2,2025-03-12,93093.92
6406,2,141,4,2025-09-26,114939.88
6407,1,162,1,2025-05-26,124220.99
6408,4,43,3,2025-05-09,67176.15
6409,1,13,5,2025-02-13,198096.7
6410,1,152,1,2025-02-09,55667.71
6411,1,69,2,2025-12-05,85639.3
6412,3,31,2,2025-05-06,6460.52
6413,1,68,1,2025-10-20,106756.29
6414,1,11,1,2025-05-31,103250.93
6415,4,173,1,2025-03-24,19583.37
6416,4,70,5,2025-07-27,288523.95
6417,2,54,3,2025-11-25,162547.05
6418,1,61,4,2025-04-10,183976.72
6419,4,22,1,2025-03-28,11509.07
6420,1,64,4,2025-08-04,580052.72
6421,4,9,4,2025-12-06,465741.76
6422,1,141,3,2025-09-24,86204.91
6423,1,22,3,2025-10-07,34527.21
6424,4,33,2,2025-10-08,114172.48
6425,1,16,1,2025-11-19,73098.13
6426,3,6,2,2025-11-05,268672.4
6427,3,123,5,2025-03-14,299130.2
6428,1,143,3,2025-07-22,19489.8
6429,1,70,3,2025-11-16,173114.37
6430,2,24,3,2025-05-09,67195.41
6431,2,174,1,2025-10-08,37333.05
6432,2,146,2,2025-03-09,170318.78
6433,4,100,5,2025-07-18,390452.1
6434,4,26,3,2025-09-30,250301.22
6435,2,141,3,2025-01-25,86204.91
6436,2,15,3,2025-11-19,204872.04
6437,1,77,1,2025-05-26,27364.6
6438,4,98,2,2025-12-10,279926.24
6439,1,106,5,2025-01-06,744454.65
6440,3,139,2,2025-07-10,127891.58
6441,1,82,1,2025-02-15,1038.56
6442,3,192,4,2025-12-04,384051.52
6443,2,93,3,2025-07-08,213880.77
6444,1,36,3,2025-04-23,443157.69
6445,1,149,3,2025-05-31,46191.24
6446,1,100,5,2025-10-12,390452.1
6447,1,42,5,2025-03-21,475466.85
6448,2,82,1,2025-10-22,1038.56
6449,3,127,5,2025-01-03,496194.5
6450,1,131,5,2025-07-09,394294.75
6451,1,60,5,2025-04-04,541681.6
6452,2,156,4,2025-10-01,209851.12
6453,4,86,1,2025-03-22,22895.56
6454,4,125,1,2025-05-02,111184.87
6455,1,134,2,2025-01-31,123704.3
6456,3,10,3,2025-08-19,122542.77
6457,2,187,4,2025-09-16,328095.28
6458,1,177,1,2025-10-16,77667.76
6459,3,50,5,2025-06-19,696197.7
6460,1,186,1,2025-07-01,35982.82
6461,3,2,4,2025-03-08,517357.8
6462,3,162,3,2025-04-11,372662.97
6463,4,37,5,2025-02-20,590296.1
6464,3,140,5,2025-10-27,747443.75
6465,4,67,4,2025-07-29,535902.48
6466,2,40,5,2025-01-18,92685.55
6467,1,133,4,2025-12-04,405935.0
6468,1,44,5,2025-01-25,649698.7
6469,2,141,2,2025-02-17,57469.94
6470,4,27,5,2025-01-09,423400.65
6471,4,190,2,2025-12-02,183451.9
6472,2,108,3,2025-09-10,388187.94
6473,3,96,5,2025-04-12,710713.65
6474,1,120,1,2025-07-31,84197.72
6475,1,82,2,2025-05-16,2077.12
6476,4,104,5,2025-07-01,442547.15
6477,4,38,4,2025-02-12,83452.0
6478,3,107,1,2025-04-01,124557.76
6479,4,51,5,2025-02-17,12669.65
6480,4,46,2,2025-01-02,187847.92
6481,1,180,4,2025-04-27,260986.04
6482,4,141,4,2025-02-11,114939.88
6483,3,137,4,2025-09-14,36908.88
6484,4,64,4,2025-05-13,580052.72
6485,2,83,5,2025-12-17,273162.3
6486,4,65,3,2025-11-07,438879.81
6487,4,87,3,2025-03-27,174803.28
6488,3,109,1,2025-11-12,70026.18
6489,1,185,4,2025-09-20,87012.88
6490,2,62,1,2025-12-22,49400.5
6491,2,80,5,2025-01-15,695135.8
6492,2,123,3,2025-10-17,179478.12
6493,1,104,2,2025-04-24,177018.86
6494,4,93,4,2025-05-06,285174.36
6495,2,148,4,2025-12-01,294151.2
6496,3,56,5,2025-01-23,733769.6
6497,4,159,2,2025-10-08,162514.86
6498,4,46,1,2025-09-24,93923.96
6499,2,16,4,2025-07-14,292392.52
6500,2,60,4,2025-01-29,433345.28
6501,1,40,2,2025-11-04,37074.22
6502,2,154,5,2025-08-14,530750.4
6503,1,167,2,2025-03-26,233159.22
6504,4,143,2,2025-06-28,12993.2
6505,1,134,4,2025-10-23,247408.6
6506,3,1,5,2025-04-06,317901.8
6507,3,179,5,2025-12-09,277498.95
6508,2,137,2,2025-11-16,18454.44
6509,2,64,3,2025-01-31,435039.54
6510,3,199,5,2025-04-02,187880.65
6511,3,113,5,2025-06-27,255208.95
6512,3,185,5,2025-04-05,108766.1
6513,1,82,4,2025-03-29,4154.24
6514,4,140,3,2025-07-14,448466.25
6515,4,38,4,2025-12-30,83452.0
6516,3,59,3,2025-09-10,382904.34
6517,2,182,1,2025-05-15,51896.55
6518,4,22,3,2025-02-03,34527.21
6519,2,158,3,2025-04-07,168003.87
6520,3,163,1,2025-11-14,95033.73
6521,3,54,4,2025-11-14,216729.4
6522,4,194,3,2025-07-05,372837.27
6523,4,159,1,2025-06-10,81257.43
6524,1,148,3,2025-08-05,220613.4
6525,2,93,1,2025-06-23,71293.59
6526,3,165,5,2025-07-28,154246.7
6527,4,119,3,2025-02-28,241343.91
6528,4,192,4,2025-03-29,384051.52
6529,1,54,3,2025-02-13,162547.05
6530,3,167,5,2025-04-15,582898.05
6531,4,76,2,2025-05-12,19362.02
6532,4,85,2,2025-12-09,110695.54
6533,1,27,5,2025-01-06,423400.65
6534,4,183,1,2025-02-17,28136.73
6535,3,8,5,2025-12-06,187277.05
6536,1,58,5,2025-04-24,93401.25
6537,3,5,4,2025-02-07,329306.2
6538,1,40,5,2025-01-08,92685.55
6539,4,91,3,2025-12-22,12563.31
6540,2,73,3,2025-05-26,312940.5
6541,3,148,5,2025-08-09,367689.0
6542,1,22,1,2025-04-23,11509.07
6543,2,174,1,2025-10-21,37333.05
6544,4,77,3,2025-03-03,82093.8
6545,3,143,4,2025-06-28,25986.4
6546,3,136,4,2025-08-06,558628.44
6547,2,80,4,2025-12-24,556108.64
6548,2,155,4,2025-04-30,410263.56
6549,4,155,5,2025-05-27,512829.45
6550,3,192,1,2025-07-20,96012.88
6551,2,25,2,2025-12-06,34069.36
6552,3,28,3,2025-10-12,426397.5
6553,4,45,4,2025-09-26,244910.84
6554,4,182,4,2025-05-15,207586.2
6555,1,198,2,2025-04-13,271948.78
6556,2,29,3,2025-02-14,416832.24
6557,1,74,5,2025-11-27,661426.2
6558,3,87,4,2025-10-04,233071.04
6559,3,111,3,2025-09-19,310080.03
6560,4,87,3,2025-02-19,174803.28
6561,2,121,3,2025-04-15,96769.38
6562,1,33,3,2025-10-09,171258.72
6563,4,183,5,2025-05-15,140683.65
6564,4,5,5,2025-04-05,411632.75
6565,2,165,5,2025-12-21,154246.7
6566,4,111,3,2025-02-15,310080.03
6567,4,15,5,2025-02-15,341453.4
6568,3,183,3,2025-11-04,84410.19
6569,1,24,4,2025-11-05,89593.88
6570,3,88,2,2025-10-29,283158.7
6571,4,77,4,2025-01-07,109458.4
6572,3,13,2,2025-11-14,79238.68
6573,1,83,3,2025-09-03,163897.38
6574,4,129,3,2025-12-28,99585.03
6575,4,46,1,2025-04-14,93923.96
6576,3,88,3,2025-01-01,424738.05
6577,4,87,4,2025-01-11,233071.04
6578,4,96,4,2025-04-24,568570.92
6579,2,52,2,2025-06-25,180747.94
6580,3,194,3,2025-11-30,372837.27
6581,3,53,4,2025-08-13,159141.28
6582,1,136,5,2025-03-05,698285.55
6583,3,139,5,2025-05-18,319728.95
6584,1,142,2,2025-06-08,147306.8
6585,4,116,3,2025-01-19,179013.09
6586,2,99,4,2025-06-15,358658.16
6587,3,80,2,2025-08-02,278054.32
6588,3,134,1,2025-06-02,61852.15
6589,3,146,1,2025-06-25,85159.39
6590,2,118,4,2025-04-07,560345.6
6591,2,11,1,2025-10-04,103250.93
6592,1,121,1,2025-09-11,32256.46
6593,2,117,2,2025-12-08,155745.6
6594,1,43,1,2025-04-05,22392.05
6595,3,89,3,2025-07-15,217651.83
6596,2,100,1,2025-04-24,78090.42
6597,2,52,4,2025-06-04,361495.88
6598,1,90,5,2025-12-13,494122.65
6599,3,186,4,2025-09-07,143931.28
6600,3,76,4,2025-10-26,38724.04
6601,2,29,3,2025-04-19,416832.24
6602,2,41,3,2025-01-24,176089.29
6603,1,69,5,2025-07-29,214098.25
6604,1,6,5,2025-03-21,671681.0
6605,4,148,3,2025-07-04,220613.4
6606,2,79,1,2025-02-17,137448.21
6607,2,158,3,2025-05-31,168003.87
6608,3,125,3,2025-08-26,333554.61
6609,1,35,2,2025-11-13,105807.54
6610,1,120,3,2025-11-18,252593.16
6611,4,26,5,2025-10-20,417168.7
6612,3,34,2,2025-12-07,82589.72
6613,2,85,2,2025-10-31,110695.54
6614,1,118,5,2025-05-31,700432.0
6615,1,32,4,2025-12-09,359080.28
6616,1,118,2,2025-10-27,280172.8
6617,1,187,3,2025-02-28,246071.46
6618,2,16,4,2025-03-17,292392.52
6619,2,199,3,2025-08-10,112728.39
6620,2,127,5,2025-10-31,496194.5
6621,3,125,1,2025-11-30,111184.87
6622,1,14,1,2025-07-31,70596.39
6623,4,161,5,2025-01-19,667471.1
6624,3,19,1,2025-10-05,125745.2
6625,3,62,5,2025-01-12,247002.5
6626,1,62,5,2025-09-01,247002.5
6627,3,96,3,2025-03-21,426428.19
6628,2,79,2,2025-10-02,274896.42
6629,2,151,2,2025-06-05,109476.1
6630,1,101,4,2025-07-11,11453.0
6631,3,192,5,2025-05-21,480064.4
6632,2,22,2,2025-03-04,23018.14
6633,3,94,1,2025-10-06,88174.11
6634,2,8,4,2025-05-25,149821.64
6635,2,30,2,2025-01-25,243914.64
6636,3,38,4,2025-09-11,83452.0
6637,3,171,2,2025-04-30,134893.5
6638,1,131,2,2025-11-19,157717.9
6639,2,66,2,2025-02-02,183800.22
6640,1,61,3,2025-04-14,137982.54
6641,3,67,3,2025-07-27,401926.86
6642,1,48,5,2025-07-22,417354.0
6643,1,81,1,2025-03-30,103158.63
6644,4,136,5,2025-07-19,698285.55
6645,4,26,4,2025-03-27,333734.96
6646,3,60,2,2025-03-14,216672.64
6647,3,34,3,2025-08-13,123884.58
6648,1,52,2,2025-07-25,180747.94
6649,2,187,1,2025-08-19,82023.82
6650,3,130,4,2025-07-21,254769.92
6651,4,47,4,2025-12-27,199909.04
6652,2,82,3,2025-10-10,3115.68
6653,1,176,5,2025-02-02,543061.45
6654,4,159,1,2025-07-07,81257.43
6655,2,131,3,2025-02-06,236576.85
6656,3,182,1,2025-08-02,51896.55
6657,2,156,1,2025-05-08,52462.78
6658,4,3,1,2025-09-23,57279.92
6659,3,89,4,2025-09-28,290202.44
6660,3,133,2,2025-04-04,202967.5
6661,4,66,4,2025-09-21,367600.44
6662,1,20,4,2025-12-16,539540.28
6663,4,24,4,2025-07-16,89593.88
6664,3,34,3,2025-04-24,123884.58
6665,3,200,4,2025-03-31,103126.64
6666,4,162,5,2025-08-21,621104.95
6667,4,9,1,2025-01-08,116435.44
6668,2,6,1,2025-05-23,134336.2
6669,1,2,2,2025-01-24,258678.9
6670,1,30,5,2025-04-09,609786.6
6671,3,105,4,2025-09-15,363291.32
6672,3,13,1,2025-07-01,39619.34
6673,2,25,5,2025-07-09,85173.4
6674,1,84,1,2025-11-15,35674.75
6675,1,107,1,2025-11-01,124557.76
6676,1,126,4,2025-06-21,183186.52
6677,4,11,4,2025-04-26,413003.72
6678,1,166,5,2025-03-16,344478.55
6679,4,104,3,2025-09-28,265528.29
6680,4,77,4,2025-04-26,109458.4
6681,2,167,5,2025-08-08,582898.05
6682,3,165,3,2025-03-06,92548.02
6683,1,38,4,2025-05-29,83452.0
6684,1,90,2,2025-07-05,197649.06
6685,2,143,4,2025-04-08,25986.4
6686,1,91,2,2025-07-11,8375.54
6687,2,159,2,2025-03-24,162514.86
6688,4,124,1,2025-06-22,92014.22
6689,1,152,4,2025-09-30,222670.84
6690,4,109,1,2025-05-15,70026.18
6691,2,28,4,2025-10-19,568530.0
6692,1,63,2,2025-09-06,87894.2
6693,2,59,2,2025-03-22,255269.56
6694,3,66,3,2025-04-24,275700.33
6695,2,135,5,2025-10-24,171851.5
6696,2,130,2,2025-04-25,127384.96
6697,2,178,5,2025-09-13,205697.15
6698,2,159,2,2025-09-02,162514.86
6699,4,7,2,2025-09-16,260968.72
6700,4,128,4,2025-12-04,437642.36
6701,1,125,4,2025-10-29,444739.48
6702,4,57,2,2025-07-01,85928.18
6703,4,10,5,2026-01-01,204237.95
6704,4,193,2,2025-05-26,271748.3
6705,4,153,5,2025-05-01,483251.65
6706,4,184,4,2025-10-15,113454.72
6707,4,11,1,2025-02-20,103250.93
6708,4,85,5,2025-01-30,276738.85
6709,2,129,2,2025-07-02,66390.02
6710,4,65,3,2025-11-28,438879.81
6711,2,84,3,2025-06-08,107024.25
6712,4,144,3,2025-03-01,275653.5
6713,4,157,2,2025-10-21,131273.72
6714,3,77,3,2025-07-15,82093.8
6715,2,55,5,2025-07-30,145600.75
6716,3,71,1,2025-06-24,76798.81
6717,3,154,4,2025-07-27,424600.32
6718,3,22,2,2025-06-01,23018.14
6719,1,159,4,2025-02-01,325029.72
6720,3,168,2,2025-11-21,176454.72
6721,4,196,5,2025-04-27,139797.65
6722,1,7,2,2025-04-19,260968.72
6723,2,174,1,2025-10-25,37333.05
6724,1,59,2,2025-12-20,255269.56
6725,4,160,5,2025-10-01,410452.05
6726,1,166,5,2025-11-28,344478.55
6727,2,190,4,2025-06-11,366903.8
6728,2,97,3,2025-04-28,234353.76
6729,3,43,1,2025-10-04,22392.05
6730,4,72,3,2025-07-17,191489.31
6731,3,177,5,2025-09-04,388338.8
6732,2,5,4,2025-09-08,329306.2
6733,3,189,5,2025-09-22,315417.85
6734,3,197,1,2025-03-26,99744.63
6735,2,193,2,2025-03-10,271748.3
6736,1,124,2,2025-09-05,184028.44
6737,4,21,5,2025-07-09,20001.7
6738,1,190,2,2025-07-17,183451.9
6739,4,130,3,2025-02-22,191077.44
6740,4,83,1,2025-10-05,54632.46
6741,3,146,2,2025-08-26,170318.78
6742,2,52,5,2025-04-21,451869.85
6743,3,35,2,2025-05-02,105807.54
6744,4,125,3,2025-12-25,333554.61
6745,2,180,4,2025-08-15,260986.04
6746,2,117,1,2025-01-25,77872.8
6747,2,68,1,2025-01-14,106756.29
6748,2,33,1,2025-07-17,57086.24
6749,4,158,1,2025-08-24,56001.29
6750,1,98,5,2025-05-13,699815.6
6751,1,124,4,2025-11-22,368056.88
6752,4,107,3,2025-04-19,373673.28
6753,4,166,1,2025-03-27,68895.71
6754,2,45,3,2025-04-28,183683.13
6755,1,91,3,2025-07-24,12563.31
6756,4,152,2,2025-10-14,111335.42
6757,4,20,1,2025-11-16,134885.07
6758,1,183,4,2025-03-02,112546.92
6759,2,42,3,2025-08-30,285280.11
6760,2,48,1,2025-11-01,83470.8
6761,4,106,3,2025-05-04,446672.79
6762,1,111,1,2025-01-24,103360.01
6763,1,44,2,2025-08-17,259879.48
6764,2,194,1,2025-08-29,124279.09
6765,1,20,1,2025-11-13,134885.07
6766,3,60,4,2025-07-04,433345.28
6767,2,145,3,2025-03-14,38217.12
6768,1,118,5,2025-12-31,700432.0
6769,4,21,3,2025-04-04,12001.02
6770,1,36,3,2025-05-09,443157.69
6771,3,146,5,2025-02-26,425796.95
6772,4,146,1,2025-04-16,85159.39
6773,4,138,5,2025-02-13,232734.8
6774,1,26,5,2025-02-10,417168.7
6775,1,164,3,2025-04-04,172643.43
6776,2,182,1,2025-03-10,51896.55
6777,3,20,3,2025-05-03,404655.21
6778,1,76,2,2025-06-13,19362.02
6779,1,61,4,2025-03-27,183976.72
6780,2,50,2,2025-10-27,278479.08
6781,1,7,4,2025-10-27,521937.44
6782,1,69,1,2025-02-21,42819.65
6783,3,113,5,2025-09-13,255208.95
6784,3,145,1,2025-12-14,12739.04
6785,1,120,5,2025-11-26,420988.6
6786,4,162,1,2025-04-22,124220.99
6787,1,78,1,2025-04-25,54414.12
6788,3,9,1,2025-07-19,116435.44
6789,1,93,3,2025-05-15,213880.77
6790,1,113,1,2025-12-19,51041.79
6791,2,183,2,2025-12-19,56273.46
6792,1,22,2,2025-04-03,23018.14
6793,1,154,1,2025-05-10,106150.08
6794,1,150,5,2025-03-08,250032.35
6795,2,11,1,2025-12-11,103250.93
6796,4,84,1,2025-01-15,35674.75
6797,2,86,1,2025-12-16,22895.56
6798,4,31,2,2025-11-15,6460.52
6799,3,149,5,2025-09-14,76985.4
6800,2,188,5,2025-03-22,103790.7
6801,3,195,3,2025-12-09,413235.3
6802,3,187,4,2025-03-20,328095.28
6803,1,198,3,2025-09-21,407923.17
6804,2,86,2,2025-01-11,45791.12
6805,2,137,3,2025-01-11,27681.66
6806,3,79,2,2025-02-02,274896.42
6807,1,72,1,2025-05-04,63829.77
6808,1,131,1,2025-08-21,78858.95
6809,3,45,5,2025-02-21,306138.55
6810,1,21,5,2025-08-01,20001.7
6811,1,198,4,2025-03-24,543897.56
6812,2,194,5,2025-08-05,621395.45
6813,2,107,5,2025-05-06,622788.8
6814,1,158,2,2025-10-31,112002.58
6815,4,1,4,2025-10-06,254321.44
6816,3,86,3,2025-03-15,68686.68
6817,1,193,2,2025-10-31,271748.3
6818,1,37,3,2025-10-31,354177.66
6819,4,21,2,2025-05-16,8000.68
6820,4,88,3,2025-12-18,424738.05
6821,4,198,5,2025-11-27,679871.95
6822,4,131,2,2025-02-03,157717.9
6823,1,56,5,2025-04-28,733769.6
6824,4,12,4,2025-11-03,292544.08
6825,4,149,2,2025-05-15,30794.16
6826,4,45,2,2025-05-22,122455.42
6827,2,87,1,2025-10-06,58267.76
6828,3,143,3,2025-12-02,19489.8
6829,4,64,4,2025-05-16,580052.72
6830,4,53,4,2025-01-10,159141.28
6831,3,120,3,2025-11-12,252593.16
6832,1,164,3,2025-01-26,172643.43
6833,3,24,2,2025-08-29,44796.94
6834,1,40,3,2025-12-18,55611.33
6835,2,84,2,2025-03-18,71349.5
6836,4,129,4,2025-04-12,132780.04
6837,2,152,3,2025-08-27,167003.13
6838,2,168,5,2025-10-28,441136.8
6839,2,174,3,2025-01-23,111999.15
6840,1,100,4,2025-06-21,312361.68
6841,3,67,2,2025-04-10,267951.24
6842,1,133,3,2025-03-04,304451.25
6843,3,99,2,2025-04-10,179329.08
6844,1,9,3,2025-06-30,349306.32
6845,3,78,1,2025-03-12,54414.12
6846,2,155,1,2025-08-19,102565.89
6847,3,115,4,2025-05-01,599644.8
6848,4,37,3,2025-11-10,354177.66
6849,1,22,5,2025-06-06,57545.35
6850,3,47,1,2025-09-19,49977.26
6851,3,195,1,2025-01-27,137745.1
6852,3,69,2,2025-02-16,85639.3
6853,1,49,5,2025-02-18,6913.9
6854,4,63,1,2025-09-19,43947.1
6855,4,84,5,2025-05-07,178373.75
6856,4,197,2,2025-07-06,199489.26
6857,4,108,1,2025-11-25,129395.98
6858,2,190,3,2025-10-22,275177.85
6859,3,72,3,2025-01-12,191489.31
6860,4,168,3,2025-10-26,264682.08
6861,3,4,2,2025-12-25,264574.28
6862,2,150,4,2025-05-27,200025.88
6863,4,199,1,2025-06-23,37576.13
6864,1,41,2,2025-05-25,117392.86
6865,3,83,2,2025-04-13,109264.92
6866,3,194,1,2025-09-28,124279.09
6867,4,140,3,2025-06-08,448466.25
6868,3,89,3,2025-03-28,217651.83
6869,1,5,5,2025-10-07,411632.75
6870,1,149,1,2025-10-03,15397.08
6871,1,7,1,2025-10-05,130484.36
6872,2,194,4,2025-05-17,497116.36
6873,2,14,2,2025-03-29,141192.78
6874,1,19,4,2025-08-22,502980.8
6875,1,141,1,2025-09-09,28734.97
6876,2,190,3,2025-09-18,275177.85
6877,2,41,5,2025-10-05,293482.15
6878,3,49,2,2025-07-22,2765.56
6879,2,23,3,2025-09-14,338579.52
6880,4,129,4,2025-06-21,132780.04
6881,2,144,4,2025-02-02,367538.0
6882,3,197,1,2025-01-31,99744.63
6883,4,51,2,2025-08-01,5067.86
6884,2,147,2,2025-06-14,167380.92
6885,4,183,5,2025-01-28,140683.65
6886,4,85,1,2025-08-07,55347.77
6887,3,142,5,2025-02-08,368267.0
6888,4,4,5,2025-05-15,661435.7
6889,2,76,4,2025-09-06,38724.04
6890,1,191,3,2025-02-27,257026.53
6891,2,66,4,2025-09-28,367600.44
6892,4,126,1,2025-09-24,45796.63
6893,1,111,1,2025-07-11,103360.01
6894,2,100,4,2025-11-10,312361.68
6895,2,184,5,2025-08-11,141818.4
6896,1,185,3,2025-12-06,65259.66
6897,4,160,2,2025-04-09,164180.82
6898,1,159,2,2025-02-27,162514.86
6899,1,104,2,2025-04-30,177018.86
6900,2,96,1,2025-01-16,142142.73
6901,4,200,5,2025-12-30,128908.3
6902,4,117,3,2025-09-11,233618.4
6903,3,50,2,2025-09-24,278479.08
6904,2,145,4,2025-04-05,50956.16
6905,3,129,4,2025-07-08,132780.04
6906,1,53,5,2025-05-29,198926.6
6907,2,92,2,2025-06-03,285789.1
6908,4,1,4,2025-06-15,254321.44
6909,2,165,4,2025-04-21,123397.36
6910,1,26,4,2025-12-24,333734.96
6911,2,26,3,2025-11-02,250301.22
6912,1,163,5,2025-04-02,475168.65
6913,1,126,4,2025-05-25,183186.52
6914,2,89,2,2025-06-06,145101.22
6915,1,97,5,2025-11-17,390589.6
6916,2,3,5,2025-07-01,286399.6
6917,2,7,4,2025-06-22,521937.44
6918,2,34,2,2025-04-27,82589.72
6919,2,184,2,2025-10-02,56727.36
6920,1,3,5,2025-06-01,286399.6
6921,4,79,4,2025-09-09,549792.84
6922,1,177,3,2025-05-07,233003.28
6923,3,104,4,2025-11-22,354037.72
6924,4,193,5,2025-02-11,679370.75
6925,1,44,3,2025-12-25,389819.22
6926,2,158,5,2025-07-24,280006.45
6927,1,82,4,2025-04-11,4154.24
6928,2,6,5,2025-04-03,671681.0
6929,4,166,1,2025-09-18,68895.71
6930,1,95,1,2025-07-17,26339.71
6931,2,146,4,2025-01-10,340637.56
6932,3,59,5,2025-04-02,638173.9
6933,1,83,2,2025-05-12,109264.92
6934,2,149,1,2025-02-12,15397.08
6935,3,164,1,2025-11-17,57547.81
6936,1,197,4,2025-01-17,398978.52
6937,3,110,4,2025-03-21,538257.6
6938,3,41,5,2025-03-25,293482.15
6939,2,119,4,2025-03-26,321791.88
6940,1,28,2,2025-07-07,284265.0
6941,1,61,1,2025-04-27,45994.18
6942,2,125,3,2025-07-23,333554.61
6943,2,145,4,2026-01-01,50956.16
6944,2,150,4,2025-05-21,200025.88
6945,4,86,4,2025-09-14,91582.24
6946,2,181,1,2025-05-23,107769.85
6947,2,163,5,2025-01-23,475168.65
6948,1,113,1,2025-08-19,51041.79
6949,4,196,3,2025-09-28,83878.59
6950,4,98,4,2025-08-01,559852.48
6951,1,159,2,2025-02-20,162514.86
6952,1,183,5,2025-06-28,140683.65
6953,4,31,1,2025-06-07,3230.26
6954,1,123,5,2025-01-13,299130.2
6955,3,105,5,2025-10-07,454114.15
6956,4,101,4,2025-03-07,11453.0
6957,4,139,4,2025-05-22,255783.16
6958,2,16,4,2025-10-17,292392.52
6959,2,123,3,2025-01-13,179478.12
6960,1,155,2,2025-11-02,205131.78
6961,4,36,5,2025-11-20,738596.15
6962,2,170,4,2025-08-12,403573.16
6963,2,88,2,2025-01-13,283158.7
6964,3,82,4,2025-11-16,4154.24
6965,3,137,5,2025-09-29,46136.1
6966,4,196,3,2025-11-10,83878.59
6967,2,4,4,2025-11-01,529148.56
6968,2,170,5,2025-10-28,504466.45
6969,3,4,5,2025-07-30,661435.7
6970,2,168,3,2025-07-02,264682.08
6971,1,66,2,2025-03-20,183800.22
6972,3,64,3,2025-11-08,435039.54
6973,1,11,5,2025-09-02,516254.65
6974,3,152,3,2025-12-28,167003.13
6975,2,183,5,2025-06-02,140683.65
6976,2,83,3,2025-01-20,163897.38
6977,4,163,3,2025-10-30,285101.19
6978,2,173,3,2025-02-26,58750.11
6979,4,93,1,2025-04-17,71293.59
6980,4,166,3,2025-03-31,206687.13
6981,2,33,2,2025-11-04,114172.48
6982,2,128,3,2025-06-13,328231.77
6983,1,6,1,2025-10-13,134336.2
6984,4,130,4,2025-11-01,254769.92
6985,1,53,1,2025-01-27,39785.32
6986,2,79,5,2025-11-14,687241.05
6987,2,48,4,2025-06-08,333883.2
6988,2,74,2,2025-08-03,264570.48
6989,3,36,4,2025-06-16,590876.92
6990,3,189,3,2025-02-14,189250.71
6991,3,54,4,2025-01-02,216729.4
6992,4,139,5,2025-10-27,319728.95
6993,3,138,1,2025-08-04,46546.96
6994,2,57,5,2025-08-23,214820.45
6995,2,186,5,2025-09-15,179914.1
6996,1,179,3,2025-09-05,166499.37
6997,3,53,3,2025-02-01,119355.96
6998,3,108,4,2025-05-07,517583.92
6999,3,91,3,2025-09-30,12563.31
7000,1,126,1,2025-06-03,45796.63
7001,1,83,5,2025-07-14,273162.3
7002,3,166,5,2025-05-25,344478.55
7003,2,177,3,2025-07-11,233003.28
7004,1,115,5,2025-08-14,749556.0
7005,2,146,5,2025-11-10,425796.95
7006,2,132,1,2025-10-14,92419.43
7007,4,36,4,2025-08-07,590876.92
7008,3,169,3,2025-10-07,134762.49
7009,1,109,5,2025-03-31,350130.9
7010,2,169,2,2025-03-13,89841.66
7011,2,199,3,2025-11-16,112728.39
7012,1,38,4,2025-09-24,83452.0
7013,4,169,5,2025-01-26,224604.15
7014,1,49,5,2025-04-02,6913.9
7015,2,199,3,2025-07-22,112728.39
